Id	Title	Description	Date	Duration	Type	Session	Track	Presenters	Materials
179	New results from the DANSS experiment	Recently the MiniBooNE collaboration observed electron (anti)neutrino appearance in the muon (anti)neutrino beams. The significance of the effect reaches 6.0σ level when combined with the LSND result. Even more recently the NEUTRINO-4 collaboration claimed the observation of electron antineutrino oscillations to sterile neutrinos with a significance of about 3σ. If these results are confirmed, New Physics beyond the Standard Model would be required.     On the other hand, the DANSS experiment and several other reactor experiments at short baselines obtained quite strict limits on the hypothetical sterile neutrino parameters. We present new results of the DANSS experiment on the searches for sterile neutrinos. They are based on more than 2 million of inverse beta decay events collected at 10.7, 11.7 and 12.7 meters from the reactor core of the 3.1 GW Kalinin Nuclear Power Plant in Russia. This data sample is 2.4 times larger than the data sample in the previous DANSS publication.  The neutrino spectrum dependence on the fuel composition is also presented. We have also measured the reactor power using the IBD event rate during 17 months with the statistical accuracy 1.5% in 2 days and with the relative systematic uncertainty of about 0.5%.	2019-08-28 12:40:00+00:00	20 minutes	Oral Presentation	Parallel Session		Nataliya Skrobova	
182	ATLAS results on Higgs boson properties	After the discovery of the Higgs boson in summer 2012, the understanding of its properties has been a high priority of the ATLAS physics program. This talk presents measurements of differential cross sections, of spin/CP properties, of the Higgs mass, as well as indirect constraints on the Higgs boson width based on pp collision data taken at 13 TeV with the ATLAS experiment.	2019-08-24 05:30:00+00:00	30 minutes	Oral Presentation	Workshop on Higgs Physics		Lydia Iconomidou-Fayard	
183	CMS results on BEH boson properties	This presentation summarizes recent results on the properties of the BEH boson from the CMS experiment obtained with the Run 2 dataset. This will cover updates on the couplings of the boson as well as differential measurement of its production, including Simplified Template Cross Section measurements.	2019-08-24 06:00:00+00:00	30 minutes	Oral Presentation	Workshop on Higgs Physics		Rainer Mankel	
185	Production of light (anti-)(hyper-)nuclei at LHC energies with ALICE	The ALICE experiment has measured a variety of (anti-)(hyper-)nuclei produced in Pb-Pb collisions at  $\sqrt{s_{\rm NN}}$ = 5.02 TeV  and at  2.76 TeV. In addition, a large sample of high-quality data  was recorded in pp collisions at $\sqrt{s}$ =5.02, 7 and 13 TeV and in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV. These data are used to study the production of (anti-)deuteron, (anti-)$^{3}\rm{He}$, (anti-)$^{4}\rm{He}$  and (anti-)hypertriton.    The identification of these (anti-)(hyper-)nuclei is based on the energy loss measurements in the Time Projection Chamber and the velocity measurements in the Time-Of-Flight detector. In addition, the Inner Tracking System is used to distinguish secondary vertices originating from weak decays away from the primary vertex.    An interesting collection of results on deuteron production as a function of multiplicity in pp, p-Pb and Pb-Pb collisions will be presented, as well as the measurement of $^{3}\rm{He}$ in p-Pb and Pb-Pb collisions. Special emphasis will be put on new results on the production and lifetime of the hypertriton.    The large variety of measurements at different energies and system sizes allows us to constrain the models of the production mechanism of light flavour baryon clusters, in particular those based on coalescence and the statistical hadronisation approaches.	2019-08-27 09:00:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Stefania Bufalino	
188	Gluons in two-colour QCD at high baryon density	Longitudinal and transverse gluon propagators are investigated in QC_2D at high baryon density and zero temperature as functions of the baryon chemical potential and momentum. A particular attention is concentrated on the region of the confinement-deconfinement transition recenly found in this model. The behavior of electric and magnetic screening masses is discussed.		30 minutes	Oral Presentation	Workshop on Lattice and Condensed Matter Physics		Roman Rogalev	
193	Outreach activities with the μCosmics air shower detector	The Physics Laboratory of the Hellenic Open University has constructed a small scale and low cost air shower detector suitable for operation inside the classroom or school laboratory (microCosmics detector). In this work we present some of the educational activities foreseen with the microCosmics air shower detector as well as the planning for the operation of the 1st array of extensive air shower detectors in Greece. The array will consist of 5 autonomous stations deployed at high school buildings in the city of Patras in western Greece and it will be in operation from the autumn of 2019.	2019-08-24 08:30:00+00:00	30 minutes	Oral Presentation	Workshop on Physics Education and Outreach		Antonios Leisos	
194	Results from the Hellenic Open University extensive air shower array	The Hellenic Open University extensive air shower array is a small scale hybrid detection system operating in urban environment with strong human made electromagnetic noise. In this work we present the latest results of the data analysis concerning the estimation of the shower parameters using the RF system. In a recent layout of the array, 4 RF antennas were operating receiving a common trigger of a single autonomous station of 3 particle detecors. These data are compared with the simulation predictions investigating if a single antenna is capable for the estimation of the shower axis angular direction as well as the capability of this geometry to reconstruct the shower core, the energy and the mass of the primary particle.	2019-08-26 14:40:00+00:00	25 minutes	Oral Presentation	Mini Workshop on Instruments and Methods in HEP		Stavros Nonis	
196	Heavy-flavour jets in ALICE	Heavy-flavour quarks are considered to be effective probes of the Quark-Gluon Plasma (QGP) produced in ultra-relativistic heavy-ion collisions. Since heavy-flavour quarks have a large mass, their production takes place mostly in initial hard scatterings, and it is calculable using perturbative QCD. Thus, heavy flavour quarks can be considered as ideal self-generated penetrating probes of the created medium and utilized to investigate mass-dependent properties of in-medium parton energy loss or cold nuclear matter.     In particular the measurement of heavy-flavour jet production in pp, besides beeing a natural reference for Pb-Pb studies, allow testing pQCD calculations and models of charm fragmentation in vacuum. In addition, similar measurements in p-Pb collisions allow assessing the importance of cold nuclear matter effects. The ALICE experiment at the LHC exploits its excellent particle tracking capabilities, that allow for a precise jet reconstruction and for the identification of D and B-hadron decay vertices, displaced hundreds of micrometers from the primary interaction vertex.  In the talk we will report on our heavy-flavour jet measurements done in p-Pb and pp collisions.	2019-08-22 14:00:00+00:00	25 minutes	Oral Presentation	Mini Workshop on Instruments and Methods in HEP		Artem Isakov	https://indico.cern.ch/event/754973/contributions/3535439/attachments/1895893/3127821/ICNFP_2019_HF_in_ALICE_v9.pdf
197	Evaluation of target non-uniformity and dispersion effects on energy measurement resolution in NUMEN experiment	In the NUMEN Experiment, a number of double Exchange reactions will be studied in order to get very precise measurements of their cross sections and final state levels. The interest for these reactions lies in the possibility for some nuclides, to have DCE with initial and final states identical to those of the Neutrino-less Double Beta Decay [1]. To reach a good precision in the energy measurements, high statistics is needed and severe constraints about the target thickness must be satisfied. The main sources of error are the straggling of projectiles and products and the dispersion effect inside the target. Both are related to the target thickness, which must be of the order of few hundreds nanometre. Moreover, the thickness uniformity plays a crucial role in the spread of the energy. The solution to these problems has been found by designing a target as a target isotope deposition on a substrate of special graphite (HOPG) [2], whose thermodynamic properties fit the cooling requirements [3]. The results of the chosen deposition technique (Electron Beam) for 116Sn, 130Te, 76Ge isotopes will be illustrated in terms of electron microscopy (FESEM) images. A more precise quantitative evaluation of the thickness distribution has been performed by Rutherford Back Scattering (RBS) and alpha-transmission measurements. The latter one allows to estimate also the thickness uniformity. In addition, a Montecarlo code has been implemented, aiming to estimate the precision of the measurements of the final states nuclear levels. The Montecarlo results will be reported in the talk for all the targets, together with the results of the tests of thickness and thickness uniformity, obtained with the above mentioned techniques.    [1] Cappuzzello F. et al., Eur. Phys. J. A, 54 (2018) 72, https://doi.org/10.1140/epja/i2018-12509-3     [2] F. Pinna et al., Design and test of an innovative static thin target for intense ion beams, Il Nuovo Cimento (2018), in press.    [3] V. Capirossi et al., Nucl. Instr, and Meth. in Phys. Res. A, (2018), in press. 2 https://doi.org/10.1016/j.nima.2018.08.081	2019-08-26 13:30:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Federico Pinna	
198	Searches for squarks and gluinos with the ATLAS detector	Despite the absence of experimental evidence, weak scale supersymmetry remains one of the best motivated and studied Standard Model extensions. This talk summarizes recent ATLAS results on searches for supersymmetric squarks and gluinos, including third generation squarks produced directly or via decay of gluinos. Some models of supersymmetry, including models with R-parity violation, predict that the lightest supersymmetric particle will decay back into Standard Model particles, removing the classical missing transverse momentum signature. These more difficult signatures have also been investigated, and results from these searches are presented.	2019-08-22 13:30:00+00:00	30 minutes	Oral Presentation	Parallel Session		Kazuki Todome	https://indico.cern.ch/event/754973/contributions/3535432/attachments/1896072/3128177/ICNFP_squark_gluinos_v5.pdf
199	Multiplicity and energy dependence of light charged particle production in ALICE at the LHC	ALICE (A Large Ion Collider Experiment) is the CERN LHC experiment optimized for the study of the strongly interacting matter produced in heavy-ion collisions and for the characterization of the quark-gluon plasma (QGP).    ALICE has collected precision data at different energies for pp, p-Pb, Pb-Pb and Xe-Xe collisions: this unique set of data allows us to investigate bulk particle production for very different systems and compare them at similar multiplicities. In particular, light flavour particles, containing only u, d and s valence quarks, are the most copiusly produced and so they play a central role in the characterization of the bulk properties of the QGP, carrying essential information about the produced medium and reaction dynamics.    Part of this information is carried by the inclusive and identified transverse momentum distributions of light charged particles, measured over a wide $p_\mathrm{T}$ range thanks to the excellent tracking and particle-identification capabilities of the ALICE detector.    Such distributions show that at low to intermediate $p_\mathrm{T}$ charged particle production is governed by the collective expansion of the system. The chemical and kinetic freeze-out parameters of the system are extracted via statistical-thermal and combined blast-wave fits to the data in heavy-ion collisions and are compared to results obtained in pp and p-Pb collisions at similar multiplicities. At high $p_\mathrm{T}$, typically above 5 GeV/$c$, a suppression of hadronic production, due to medium effects such as parton energy loss, can be observed. These effects can be investigated by calculating the nuclear modification factor, defined as the ratio between the $p_\mathrm{T}$ spectrum measured in nucleus-nucleus collisions and a reference spectrum in pp collisions scaled by the number of binary nucleon-nucleon collisions.    In this talk, we review the most recent ALICE results on the production of pions, kaons and protons, including transverse momentum spectra, yields, particle ratios, mean transverse momenta and nuclear modification factors, for various centrality/multiplicity classes.	2019-08-26 12:00:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Marco Toppi	
204	The ALICE Upgrade: Future Prospects	The Large Hadron Collider at CERN along with all its experiments are in a shutdown period preparing for a large luminosity upgrade. This upgrade presents both challenges and opportunities to the experiments. For ALICE, this large increase in luminosity necessitates an upgrade in the electronics for many subsystems to cope with a much larger event rate. Additionally, the subsystems themselves are being upgraded or replaced to be able to run in these conditions and provide new capabilities. The inner tracking system of ALICE is being replaced to provide higher vertex and track pointing resolution and the time projection chamber is being upgraded to allow for continuous readout employing GEM detectors. These new capabilities along with the associated increase will open new avenues of study for ALICE concerning heavy-flavor, quarkonia, low mass dileptons, and jets. This talk will outline the current upgrade projects along with which new physics results can be expected from ALICE with the new high luminosity beams.	2019-08-26 14:00:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Kristjan Gulbrandsen	
205	Topological Objects in Holographic QCD	We study various topological objects corresponding to baryons in holographic QCD [1,2,3]. The holographic QCD is constructed with D4 and D8-branes in the superstring theory, and is equivalent to 1+3 dimensional QCD in an infrared region. We investigate instantons and monopoles topologically appearing in holographic QCD in two-flavor case.    [1] T. Sakai and S. Sugimoto, Prog. Theor. Phys. 113 (2005) 843-882.    [2] K. Nawa, H. Suganuma and T. Kojo, Phys. Rev. D75 (2007) 086003.    [3] H. Hata, T. Sakai, S. Sugimoto and S. Yamato, Prog. Theor. Phys. 117 (2007) 1157.	2019-08-23 09:00:00+00:00	30 minutes	Oral Presentation	Workshop on QCD		Hideo Suganuma	
207	ALICE Overview	In recent years, the ALICE experiment at the CERN LHC has published a lot of exciting    measurements aiming to characterise the properties of the Quark Gluon Plasma (QGP),    a state of matter formed in high energy collisions at extremely high temperature    and/or energy density.     ALICE has collected precision data at different energies for proton-proton (pp),    proton-lead (p-Pb), lead-lead (Pb-Pb) and xenon-xenon (Xe-Xe) collisions.     In this presentation, we will summarise the results that best represent a step forward    towards the understanding of the QGP formed at the LHC.      Emphasis will be given to recent results from the LHC run 2, spanning from the soft    sector (bulk particle production and correlations) to hard probes (charmed hadrons    and jets), and to signatures of possible collective effects in high multiplicity pp    and p-Pb collisions.	2019-08-26 06:30:00+00:00	30 minutes	Oral Presentation	LHC Plenary Session		Massimo Masera	
208	K$^-$-nucleon/nuclei interaction studies at low-energy by AMADEUS and SIDDHARTA-2	The AMADEUS and SIDDHARTA-2 collaborations aim to provide experimental information on the low-energy strong interaction between antikaons and nucleons. The investigation of the antikaons dynamics in nuclear medium is fundamental for understanding the non-perturbative QCD in the strangeness sector, with implications going from the domain of nuclear physics to astrophysics. The DA$\Phi$NE collider provides a unique source of monochromatic low-momentum kaons (p$_K$ ~ 127 MeV/c) from the $\phi$-meson decay nearly at-rest, ideal to explore the interactions of the kaons at low-energy or to stop them in the targets. SIDDHARTA-2, which is the upgraded experiment of SIDDHARTA, studies the physics of kaonic atoms. The goal is to measure the X-rays emitted in the atomic transitions of the kaonic deuterium, the energy shift and the width of the 1s level will allow to extract for the first time the isospin dependence of the KbarN scattering amplitude at the threshold. AMADEUS explores the absorptions of the K$^-$ in light nuclei (H, $^4$He, $^9$Be and $^{12}$C) in order to extract information about the possible existence of kaonic bound states with nucleons and the properties of hyperon resonances in the nuclear environment. As a first step, the hadronic interactions of the negatively charged kaons with the materials of the KLOE detector, used as an active target, are investigated through hyperon-nucleon/nuclei (YN) and hyperon-pion (Y$\pi$) correlation studies.	2019-08-27 14:10:00+00:00	20 minutes	Oral Presentation	Parallel Session		Raffaele Del Grande	
209	CALET on the International Space Station: the first three years of observations	The CALorimetric Electron Telescope CALET is a space instrument designed to carry out precision measurements of high energy cosmic-rays on the JEM-EF external platform of the ISS where it has been collecting science data continuously since mid October 2015.     In addition to its primary goal of identifying nearby sources of high-energy electrons and possible signatures of dark matter in the electron spectrum, CALET is carrying out extensive measurements of the energy spectra, relative abundances and secondary-to-primary ratios of elements from proton to iron and above (up to Z=40) studying the details of galactic particle propagation and acceleration.     An overview of CALET based on the data taken during the first three years of observations is presented including a direct measurement of the electron+positron energy spectrum from 11 GeV to 4.8 TeV. The proton spectrum has been measured from 50 GeV to 10 TeV covering, for the first time with a single space-borne instrument, the whole energy interval previously investigated in separate sub-ranges by magnetic spectrometers and calorimetric instruments. Preliminary spectra of cosmic-ray nuclei are also presented, together with gamma-ray observations and searches of an e.m. counterpart of LIGO/Virgo GW events.	2019-08-26 13:30:00+00:00	20 minutes	Oral Presentation	Parallel Session		Paolo Brogi	
212	From alpha clustering to homogeneous matter	Over the last few decades the study of nuclei and neutron-rich matter from first principles has entered a new era. This has partly been driven by the development of novel interactions between two or three nucleons. In an attempt to produce a systematic expansion, several groups have produced Effective Field Theory (EFT) interactions, whether of finite range (chiral EFT) or zero range (pionless EFT). Pionless EFT has been quite successful in studies of cold-atomic Fermi gases. In this talk, I will present recent Quantum Monte Carlo calculations of 8-particle systems and discuss their impact on 8Be and the physics of alpha clustering. I will also discuss recent work on trying to connect ab initio theory with simpler qualitative pictures. Specifically, I will address the first ever systematic non-perturbative calculations of the single-particle excitation spectrum in strongly interacting neutron matter. In addition to impacting light and neutron-rich nuclei, this work and this talk also touch upon the physics of ultracold gases and of neutron stars.		30 minutes	Oral Presentation	Workshop on Astro-Cosmo-Gravity		Alexandros Gezerlis	
213	Diffuse neutrinos: a look into the past	We are entering an era of unprecedented capabilities for astronomical observations. The analysis of signals in multiple bands, i.e., gravitational waves, gamma and X-rays emissions, will provide detailed insight about the physics of diverse astrophysical phenomena such as neutron star mergers. Neutrinos emitted from compact objects and their mergers, besides playing an important role in the synthesis of elements, can potentially be observed on Earth. Such signals will contribute to our overall understanding of the evolution of these objects. While the occurrence of e.g mergers in the Galaxy is rare, neutrinos from mergers and supernovae have been emitted since these events started occurring in the Universe, and due to their weakly interacting character they are permeating space. Can we detect these neutrinos? In this talk, I shall introduce the diffuse neutrino background from accretion disks, formed during collapsars and neutron star mergers, and discuss its possible detection on Earth.		30 minutes	Oral Presentation	Workshop on Astro-Cosmo-Gravity		Caballero Liliana	
214	Confinement-deconfinement transition in QC_2D at T=0 and  large quark density	Results of the study of the confinement - deconfinement transition in lattice SU(2) QCD at large quark density and zero temperature are presented. At $\mu_q$ about 1000 MeV we observe vanishing of the string tension indicating confinement - deconfinement transition. We further present results of the deconfinement phase properties study.	2019-08-26 08:00:00+00:00	30 minutes	Oral Presentation	Workshop on Lattice and Condensed Matter Physics		Vitaly Bornyakov	
216	ATLAS results on Higgs boson couplings	After the discovery of the Higgs boson in summer 2012, the understanding of its properties has been a high priority of the ATLAS physics program. The couplings of the Higgs boson to other SM particles as well as to itself are measured or constrained in a variety of single and double Higgs boson production processes and decay channels. A selection of these analysis is presented in this talk, as well as the most recent combination results of both single and double Higgs boson measurements.	2019-08-24 06:30:00+00:00	30 minutes	Oral Presentation	Workshop on Higgs Physics		Reisaburo Tanaka	
222	Phase diagram and strange matter in SU(3) PNJL model	We discuss the phase diagram structure in the frame of the Polyakov loop extended NJL model. We consider the entanglement PNJL model and we consider how the modeling of axial anomaly can affect to phase diagram structure. We introduce the model with the constraits of strangeness neutrality and without it. We use the SU(3) PNJL model to show how the splitting of kaon mass can appear in dense matter and how it can affect the kaon to pion ratio. In the model we calculated the $K/\pi$ ratio of both positive and negative charged mesons along the chiral phase transition line to show how the peak position can depend on the phase diagram structure.		20 minutes	Oral Presentation			Alexandra Friesen	
223	Top quark physics with the ATLAS detector: recent highlights	The top quark is the heaviest known fundamental particle. As it is the only quark that decays before it hadronizes, it provides the unique opportunity to probe the properties of bare quarks at the Large Hadron Collider. This talk will present highlights of a few recent precision measurements of the top quark using 13 TeV collision data with the ATLAS experiment: top-quark pair and single top production cross sections, including differential distributions and production in association with bosons, will be presented alongside top quark properties measurements. Measurements of the top-quark mass and searches for rare top decays are also presented.	2019-08-28 09:00:00+00:00	30 minutes	Oral Presentation	LHC Semiplenary Session		Nello Bruscino	
224	Searches for electroweak production of supersymmetric particles with the ATLAS detector	Supersymmetry (SUSY) provides elegant solutions to several problems in the Standard Model, and searches for SUSY particles are an important component of the LHC physics program. The direct production of electroweak SUSY particles, such as sleptons, charginos, and neutralinos, is a particularly interesting area with connections to dark matter and the naturalness of the Higgs mass. This talk will present results from searches for electroweak SUSY partners using data collected with the ATLAS experiment in Run-2 at the LHC. Several signatures are employed, and the results of the searches interpreted as constraints on a variety of SUSY models.	2019-08-26 12:00:00+00:00	30 minutes	Oral Presentation	Parallel session on searches for SUSY		Ximo Poveda Torres	
226	Highlight on ATLAS physics results	Selected recent results from the ATLAS experiment will be hightlighted in the talk. Emphasis will be given to recent progresses in the measurements of the Higgs properties, Standard Model processes as well as searches for new physics beyond the Standard Model.	2019-08-26 05:30:00+00:00	30 minutes	Oral Presentation	LHC Plenary Session		Yanwen Liu	
229	Techniques for the statistical combination of Higgs boson property measurements	Combinations of measurements play an important role in high-energy physics: they allow more precise determinations of quantities measured in complementary analyses, and yield new results that can only be obtained by using constraints from multiple sources. These combinations requires a careful statistical treatment. We review the methods and tools used in ATLAS for the combination targeting measurements of SM quantities or searches for new physics. We highlight in particular the methods used in the recent combination of measurements of the Higgs boson production and decay rates and the constraints on the Higgs boson coupling parameters.	2019-08-24 07:00:00+00:00	30 minutes	Oral Presentation	Workshop on Higgs Physics		Paolo Francavilla	
232	Quarkonia production with the STAR exeriment at RHIC	Quarkonia production with the STAR experiment at RHIC    Sonia Kabana on behalf of the STAR Collaboration    Quarkonia production is a crucial probe for the understanding of QCD and the identification and measurement of the properties of the Quark Gluon Plasma (QGP), produced in heavy ion collisions.    Quarkonia production and their transverse momentum dependence, as well as their dependence on charged multiplicity in p+p collisions give essential input to models towards understanding of their production and its relation to soft particle    production.    Quarkonia production in p+A and d+A collisions allow the    study of cold nuclear matter effects while all small systems p+p, p+A    and d+Au and light nuclei collisions contribute to our understanding of    quarkonia production in heavy A+A collisions.    .    Quarkonia production in collisions of heavy nuclei depends on a large    number of effects, among which feed down, nuclear absorption,    coalescence from c and cbar quarks at freeze out and dissociation via    color screening when their dissociation temperature is lower than the    temperature of the QGP phase.    As a consequence of the latter, the hierarchy of quarkonia suppression    has been proposed as a signature of the QGP phase also    allowing measurement of its Temperature.    In this talk we will show latest results on J/Psi and Upsilon production    in p+p collisions at 200 and 500 GeV, p+Au  and Au+Au collisions at 200     GeV from the STAR experiment at RHIC. In particular, for the small systems we will discuss an observed multiplicity dependence of the production whilein Au+Au collisions we will present the nuclear modification factor of J/Psi as well as of Upsilon from combined $\mu\mu$ and $ee$ channels.    The results will be compared to LHC data and to theoretical models.	2019-08-27 12:00:00+00:00	30 minutes	Oral Presentation	Workshop on Heavy Ion Physics		Sonja Kabana	
233	ATLAS searches for di-Higgs production at 13 TeV and prospects for HL-LHC	The latest results on production of Higgs boson pairs at 13 TeV by the ATLAS experiment are reported, including  a combination of six different decay modes. Results include bbtautau, bbbb, bbgamgam, bbWW, WWWW and WWgamgam final states, and they are interpreted both in terms of sensitivity to the SM and as limits on kappa_lambda, a scaling of the triple-Higgs interaction strength. A new search dedicated to the Vector-Boson-Fusion production was performed in the bbbb final state. Future prospects of testing the Higgs self-couplings at the High Luminosity LHC (HL-LHC) will also be presented.	2019-08-27 13:30:00+00:00	20 minutes	Oral Presentation	Parallel Session		Yuta Sano	https://indico.cern.ch/event/754973/contributions/3537954/attachments/1895934/3127905/HH_summary_ysano_ICNFP2019_v3.pdf
234	Status of FAIR	The completion of the construction of the ESFRI landmark FAIR is the highest priority of the NuPECC Long Range Plan on the perspectives in Nuclear Physics.    The realization of the Facility for Antiproton and Ion Research at Darmstadt, Germany has advanced significantly. The civil construction the Northern part of the building complex, including the SIS100 synchrotron tunnel is progressing well.    On site, at the GSI campus the upgrade of the existing accelerators, which will serve as injector chain for FAIR, has been completed. The series production of the components of the FAIR accelerator complex is ongoing. A large number of the superconducting SIS100 magnets has been produced and is accepted already. Major testing infrastructures for superconducting magnets have been set-up. The procurement of the components of all other FAIR accelerator systems is progressing well.    Also the construction of the experiment detector systems of the four research pillars of FAIR, APPA, CBM, NUSTAR and PANDA is ongoing. The schedule foresees the start of operation of the FAIR experiments in 2025.    Meanwhile the FAIR-Phase-0 experimental programme e.g. with the upgrades HADES detector is producing exciting data.    The progress of the realization of the FAIR facility and the prospects of its science will be presented.	2019-08-28 09:00:00+00:00	30 minutes	Oral Presentation	Workshop on Physics at FAIR-NICA-SPS-BES/RHIC		Juergen Eschke	
237	Symmetry, Confinement, and the Higgs Phase	We point out a distinction, in gauge theories with matter in the fundamental representation, between color confinement and a stronger version of confinement, which we call “separation of charge” confinement.  The latter is a generalization of the Wilson area-law criterion to gauge+matter theories .  In gauge-Higgs theories, we show that the transition (which is not necessarily a thermodynamic transition) between separation-of-charge confinement and color confinement coincides with the spontaneous breaking of a certain global symmetry in the Higgs sector, known as custodial symmetry.	2019-08-22 09:30:00+00:00	30 minutes	Oral Presentation	Workshop on QCD	Workshop on QCD	Jeff Greensite	https://indico.cern.ch/event/754973/contributions/3535345/attachments/1895890/3127813/crete.pdf
239	Precision electroweak measurements with the CMS detector	Precision electroweak measurements are among the main goals of the Large Hadron Collider physics program. In this talk the most recent results obtained by the CMS experiment with Drell-Yan, W and multi-bosons events will be reviewed. These include the measurement of the electroweak mixing angle, the differential distributions and decay angular coefficient in Drell-Yan events, W mass related observables, trilinear gauge-couplings and electroweak production of one and two vector bosons in associaton with two jets.	2019-08-28 09:30:00+00:00	30 minutes	Oral Presentation	LHC Semiplenary Session		Vitaliano Ciulli	
241	NUCLEAR FEMTOGRAPHY AS A BRIDGE FROM THE NUCLEON TO NEUTRON STARS	The science of Nuclear Femtography probed by deeply virtual exclusive reactions has revolutionized our approach to exploring the internal structure of the nucleon by providing a tomographic reconstruction of both the quarks and gluons spatial density distributions and of their mechanical properties. A new generation of experiments pursuing nuclear femtography is being carried out at current facilities including Jefferson Lab. Nuclear femtography is also a central component in the planning of the future Electron Ion Collider (EIC). In particular, the internal pressure experienced by the quarks recently measured at Jefferson Lab, was found to be repulsive near the centre of the proton and of larger magnitude compared to the one in the interior of neutron stars. This result can be explained by introducing a QCD-based approach connecting the matrix elements of the QCD energy momentum tensor, describing the nucleon interior, with the neutron star's Equation of State in the high baryon density regime.		30 minutes	Oral Presentation	Lepton Nucleon Scattering Mini-workshop	Special session on Lepton-Nucleus scattering and Structure of the Nucleon	Simonetta Liuti	
242	The Nucleus as a QCD Laboratory	Inclusive deep inelastic scattering experiments have been instrumental in advancing our understanding of the Quantum Chromodynamics (QCD) structure of nuclei and the effect of nuclear matter on the structure of hadrons. A great example is the observation by the European Muon Collaboration (EMC) of a deviation of the deep inelastic structure function of a nucleus from the sum of the structure functions of the free nucleons, the so-called EMC effect. On the theory side, despite decades of theoretical efforts with increased sophistication, a unifying physical picture of the origin of the EMC effect is still a matter of intense debate. To reach the next level of our understanding of nuclear QCD and unravel the partonic structure of nuclei, experiments need to go beyond the inclusive measurements and focus on exclusive and semi-inclusive reactions. The nucleus is the perfect laboratory for these studies. It plays a role of the detector when one studies quark propagation and hadronization in the nuclear medium. It also becomes the object of studies for understanding how quarks and gluons distributions are affected when they are embedded in nuclei compared to free nucleons. In this talk, results of the first exclusive measurement of deeply virtual Compton scattering off He-4 will be presented. Future measurements at Jefferson Lab 12 GeV will be discussed.	2019-08-22 08:00:00+00:00	30 minutes	Oral Presentation	Lepton Nucleon Scattering Mini-workshop	Special session on Lepton-Nucleus scattering and Structure of the Nucleon	Kawtar Hafidi	
243	Physics with Parity Violating Electron Scattering	A historical overview of parity violating electron scattering will be provided, followed by a motivation and description of ongoing experiments and future prospects.	2019-08-23 07:00:00+00:00	30 minutes	Oral Presentation	Lepton Nucleon Scattering Mini-workshop		Krishna Kumar	
244	QCD in the heavy dense regime for large Nc: on the existence of quarkyonic matter	During the last years it has become possible to address the cold and dense regime of QCD directly for    sufficiently heavy quarks, where combined strong coupling and hopping expansions are convergent and a    3d effective theory can be derived, which allows to control the sign problem either in simulations or by fully    analytic calculations. In this    contribution we review the effective theory and study the $N_c$-dependence of the nuclear liquid gas transition, as well as the equation of     state of baryonic matter.    We find the transition to become more strongly first order with growing $N_c$, suggesting that in the large    $N_c$ limit its critical endpoint moves to high temperatures to connect with the deconfinement transition. Furthermore,    to leading and next-to-leading order in the strong coupling and hopping expansions, respectively, the pressure is found    to scale as $p\sim N_c$, which is a defining property of quarkyonic matter.	2019-08-22 14:00:00+00:00	30 minutes	Oral Presentation	Workshop on QCD		Owe Philipsen	
245	Precision Experiments at Heavy-Ion Storage Rings	The storage of freshly produced radioactive particles in a storage ring is a straightforward way to achieve the most efficient use of such rare species as it allows for using the same rare ion multiple times. Employing storage rings for precision physics experiments with highly-charged ions (HCI) at the intersection of atomic, nuclear, plasma and astrophysics is a rapidly developing field of research.     Until very recently, there were only two accelerator laboratories, GSI Helmholtz Center in Darmstadt, Germany (GSI) and Institute of Modern Physics in Lanzhou, China (IMP), operating such facilities. The experimental storage ring ESR at GSI and the experimental cooler-storage ring CSRe at IMP are able to store, cool and manipulate ions beams at energies of 400 A MeV, corresponding to b=0.6. The ESR is capable to slow down ion beams to as low as 4 A MeV (b=0.1).    Thanks to the fascinating results obtained at ESR and CSRe as well as to versatile experimental opportunities, there is now an increased attention to the research with ion-storage rings worldwide. Furthermore, experimental opportunities are being now dramatically enhanced through construction of dedicated low-energy storage rings, which enable stored and cooled secondary HCIs in previously inaccessible low-energy range. The first such facility, CRYRING, has just been constructed at GSI to receive decelerated beams of HCIs from ESR. Dedicated ring facilities are proposed for ISOLDE at CERN, TRIUMF, LANL, and JINR. In this contribution, some highlight research programs at present and future heavy-ion storage rings will be presented.	2019-08-22 06:30:00+00:00	30 minutes	Oral Presentation	Workshop on Physics of Exotic Nuclei		Yuri Litvinov	
249	Spin structure of the nucleon	Will review the current experimental status of the study on nucleon spin structure.     Then present recent results from JLab and discuss the near-term plan.	2019-08-22 08:30:00+00:00	30 minutes	Oral Presentation	Lepton Nucleon Scattering Mini-workshop	Special session on Lepton-Nucleus scattering and Structure of the Nucleon	Jian-ping Chen	
250	Measurement of the EMC effect of the 3He nucleus from the JLab MARATHON experiment	Measurement of the EMC effect of the $^3$He nucleus from the JLab MARATHON experiment	2019-08-27 14:10:00+00:00	20 minutes	Oral Presentation	Parallel Session		Tyler Hague	
